rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
21,"spotify:track:1DVYafsLmcQySKkJnY4RCs","MAYDAYs, Minh Tốc & Lam","Phép Màu - Đàn Cá Gỗ Original Soundtrack","Universal Music Indochina Distributed Labels",2,29,49,"455955"
22,"spotify:track:2a5hng9yXtbjtTVVm9UviC","VCT","Mơ","Universal Music Indochina Distributed Labels",6,24,180,"440583"
23,"spotify:track:2KslE17cAJNHTsI2MI0jb2","Jung Kook","Standing Next to You","BIGHIT MUSIC",1,39,117,"440292"
24,"spotify:track:1i5SZL7Ngz0sYFaKmwieyw","Quang Hùng MasterD, Low G, Hino","Chất Gây Hại","M Music Records",16,16,7,"433784"
25,"spotify:track:4gaxEUZE4z9pJAVTSFwgQI","14 Casper, Bon Nghiêm, buitruonglinh","một đời","DANDERLÉON",14,23,97,"430987"
26,"spotify:track:4BdB08vuS9r4HOoY7GkAxT","SOOBIN","Nếu Ngày Ấy","SS LABEL",18,27,59,"424082"
27,"spotify:track:3Ids3RXurYBgySph53qWnB","buitruonglinh","Từng Ngày Yêu Em","LOOPS Music",9,25,57,"420617"
28,"spotify:track:4MCP9l0QB9YN2LCkIy8mz4","Obito","Dạo Này","12 trái lê",8,19,6,"417713"
29,"spotify:track:7dlgEjrK3lHbP786dshKDV","ANH TRAI ""SAY HI"", B Ray, AMEE","CHỜ ANH VỀ","Universal Music Indochina Distributed Labels",2,21,9,"403049"
30,"spotify:track:3x7Hh3zsE1wcXCU2G8l5tP","SOOBIN","DANCING IN THE DARK","SS LABEL",3,28,47,"396913"
31,"spotify:track:6Hs2xIgB8nzyGFDvVA8lFa","Madihu, Low G","Có Em","NGUYEN CHI PHONG",4,22,198,"394699"
32,"spotify:track:0e6fZkLArSmDIHnZcIua7t","Vũ., Low G","Không Yêu Em Thì Yêu Ai?","WM Vietnam",19,31,71,"394480"
33,"spotify:track:2dPJtlvoa3GDowCh035M8P","Vũ.","Nếu Những Tiếc Nuối","WM Vietnam",33,40,42,"388554"
34,"spotify:track:4CUvVaAYuXtvYURLFz7EIL","Emcee L (Da LAB), Da LAB, Muộii (Starry Night)","Chuyện Đôi Ta (feat. Muộii)","Yin Yang Media",3,30,218,"381629"
35,"spotify:track:4nyoalDFgUaZOzIKqj3aS5","Đặng Vĩnh Thịnh, BMZ, Nguyễn Trung Đức","Ngàn Năm Ánh Sáng","BMZ JSC",5,38,26,"373288"
36,"spotify:track:6VXVYATpQXEIoZ97NnWCmn","Madihu, Vũ.","Vì Anh Đâu Có Biết","WM Vietnam",2,36,183,"370032"
37,"spotify:track:0669gFIK8dYK9GGQ0K0QNF","Dương Domic","Tràn Bộ Nhớ","DAO Entertainment",7,46,63,"363530"
38,"spotify:track:6mKMGpkgP2cH5gmqILWe7b","Fishy","vết thương","LOOPS Music",15,35,38,"358744"
39,"spotify:track:1hPbWyZnUPaeAWbOSKwkXJ","Quang Đăng Trần","Anh Đã Không Biết Cách Yêu Em","338ENT",9,45,27,"355460"
40,"spotify:track:3ET3xHCLMGd57u06A9RjJ0","Ronboogz","Nói Dối","MaiDao Music",3,44,118,"352271"
41,"spotify:track:4yy21UkGZ7gZEGbSERllpE","ANH TRAI ""SAY HI"", Hustlang Robber, Nhâm Phương Nam, Mason Nguyen, Jaysonlei, Khoi Vu, LAMOON","SỚM MUỘN THÌ","Universal Music Indochina Distributed Labels",3,42,13,"349849"
42,"spotify:track:5cn5oHiXJTLiuthgbgfkMh","VCT","Vết Mưa","Universal Music Indochina Distributed Labels",33,33,100,"343925"
43,"spotify:track:2Pwou3Q2Cf59RxdX2V6MgV","Shiki","Có Đôi Điều","12 trái lê",10,43,58,"342940"
44,"spotify:track:0fGJiHH6xSUJU1MAVjxq5m","Karik, GDucky","Bạn Đời","WM Vietnam",5,51,123,"341446"
45,"spotify:track:5rSAUmbOg4giDrM29vUyHe","Sơn Tùng M-TP","Nơi Này Có Anh","Universal Music Indochina Distributed Labels",5,37,348,"340342"
46,"spotify:track:58ZlEBxBrzISXtmcOPo476","SOOBIN","giá như","SS LABEL",13,34,95,"339105"
47,"spotify:track:3A9A7mfVDVm3rrS9SMGhg5","Kha","Hư không","MaiDao Music",22,49,108,"330720"
48,"spotify:track:226ljdOTLM2clGpm4mZvAm","Dangrangto","Love is","MaiDao Music",10,55,67,"316010"
49,"spotify:track:25NLn8W1JxuVrXQTVrDA4c","Dfoxie37, myhoa, Tuann","hello em có khỏe không","Universal Music Indochina Distributed Labels",15,41,10,"315961"
50,"spotify:track:6TGwaBlfUGVoeZMBLzvXGP","Dangrangto, DONAL","thế giới của anh","Higher Dimension",50,-1,1,"311238"
51,"spotify:track:5SzJs9cwYXdSm9G3xcXuA2","Phùng Khánh Linh","Hôm Nay Tôi Buồn","BLACK SWAN LABEL LLC.",13,89,145,"307371"
52,"spotify:track:27Z9T0mSWHYWSj9SNOGvyt","JustaTee, Phương Ly","Thằng Điên","NGUYEN THANH TUAN",2,58,183,"305886"
53,"spotify:track:36fgG6NiEuQXznNgf5y2Ck","T.R.I, Dangrangto, DONAL","một bài hát không vui mấy - Extended Version","Universal Music Indochina Distributed Labels",26,56,57,"305445"
54,"spotify:track:6GPcbZOX4h9MWert6xWpYw","Phùng Khánh Linh","ANH LÀ THẰNG TỒI","BLACK SWAN LABEL LLC.",37,110,10,"303270"
55,"spotify:track:2uZmeuNAxSm7XfVIwLkhCx","Ronboogz","nhắn nhủ","MaiDao Music",14,62,112,"302718"
56,"spotify:track:3DLtPObflLQBodZN8qGODT","JustaTee, BigDaddy","2AM","WM Vietnam",18,53,197,"301267"
57,"spotify:track:5Bti0azlFhMattVY76qFr9","Vũ.","Lạ Lùng","WM Vietnam",17,60,409,"301131"
58,"spotify:track:6Zoi4ue74UdUeYmHXItXnf","B Ray, V#","Vùng An Toàn","MIXUS",3,52,31,"299693"
59,"spotify:track:2w7jOvl0kpplNxisgfnCdT","Đức Trường, BMZ","Nếu Biết Đó Là Lần Cuối","BMZ",47,64,22,"296312"
60,"spotify:track:1U84HVkHzJ6yU9AUplQCr5","Trọng Nhân, Tiểu Mỹ","Hôn Lễ Của Em","Trọng Nhân",60,136,2,"292249"
61,"spotify:track:3P3rcI48wwVEgxF5vPM6pG","Sơn Tùng M-TP","Buông Đôi Tay Nhau Ra","Universal Music Indochina Distributed Labels",7,48,134,"290994"
62,"spotify:track:2pm7K14nHj2fLrpU8j9bit","PC","10 Ngàn Năm","12 trái lê",27,59,191,"286852"
63,"spotify:track:7G7mSV4BebkoHWwKTDvXu9","V, Park Hyo Shin","Winter Ahead (with PARK HYO SHIN)","BIGHIT MUSIC",3,57,61,"283988"
64,"spotify:track:0JKEP4dB1riE6l7Kq5kJm1","Chillies","Em Đừng Khóc","WM Vietnam",3,76,52,"280416"
65,"spotify:track:7mblTCdc14ylJ1JW71MODb","buitruonglinh","Giờ Thì","LOOPS Music",11,63,60,"278856"
66,"spotify:track:0oL2jCTf9P9a7flY5mCpYu","Wxrdie, JustaTee","Trở Về","Universal Music Indochina Distributed Labels",65,67,49,"276236"
67,"spotify:track:1MiJk3dXC5jzhvLFP0dUM7","Da LAB","Thức Giấc","Yin Yang Media",1,54,239,"275637"
68,"spotify:track:1uiqiUzPn2EJpvHDy84PEZ","EM XINH ""SAY HI"", Orange, Mỹ Mỹ, 52Hz, Châu Bùi, Pháp Kiều","KHÔNG ĐAU NỮA RỒI","Em Xinh Say Hi",2,81,33,"273581"
69,"spotify:track:44XA6tVReCIX8T1c3l9f75","MIN","Chế Độ Im Lặng","WM Vietnam",58,74,14,"271933"
70,"spotify:track:1mcKvLkj1aEz2wWkSGJICD","Wren Evans, itsnk","Gió Đưa Tình","Universal Music Indochina Distributed Labels",17,47,5,"268403"
71,"spotify:track:5BTzf3doGTigDIYUFtbkI9","Emcee L (Da LAB), Da LAB, Badbies","Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies)","Yin Yang Media",5,61,267,"267395"
72,"spotify:track:5XfGQZA0ioQAWUjlyJRcHc","Shiki, Obito","1000 Ánh Mắt","12 trái lê",8,66,84,"264842"
73,"spotify:track:3COYA2vgfcUhDyRlVpZy5p","tlinh, Low G","PHÓNG ZÌN ZÌN","M Music Records",4,65,72,"261961"
74,"spotify:track:5u5AsK8JLgkr154QHZjJqh","ANH TRAI ""SAY HI"", VCT, Karik, Negav, Ngô Kiến Huy, Jey B","NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN","Universal Music Indochina Distributed Labels",3,79,19,"259198"
75,"spotify:track:25h0TqC9H3BcMA7KjK5nHK","GREY D, tlinh","vaicaunoicokhiennguoithaydoi","Universal Music Indochina Distributed Labels",2,50,190,"258055"
76,"spotify:track:3VkV6L37ub0rtuYQoawAqz","Lil Zpoet","Tình Mình Lạ Kì","LiL Z Poet",76,-1,1,"250916"
77,"spotify:track:3J3nv18iIrOhca1ZWNeuyW","JustaTee","Đã Lỡ Yêu Em Nhiều","NGUYEN THANH TUAN",36,68,157,"249733"
78,"spotify:track:5PGh9MyKry8slG5AfvD1eD","Obito, Shiki, VSTRA","Hà Nội","12 trái lê",10,69,122,"249607"
79,"spotify:track:1LJyhnPdYGRLerwJd8CmL1","Vũ., Dear Jane","Những Lời Hứa Bỏ Quên","WM Vietnam",1,91,112,"248868"
80,"spotify:track:3H6nzsPNMttEvUl3ai3xN8","Chillies","Vùng Ký Ức","WM Vietnam",1,109,114,"247686"
81,"spotify:track:5zXCoF69UxPNLrpar8Rk7e","Nguyễn Hùng","Còn Gì Đẹp Hơn - Mưa Đỏ Original Soundtrack","Universal Music Indochina Distributed Labels",2,134,27,"246571"
82,"spotify:track:1o6cYDMHvKOfizi4d9Lqxr","W/N","id 072019","Universal Music Indochina Distributed Labels",3,100,132,"245734"
83,"spotify:track:7q1qYSyRkGT4ZaCc2ZQihP","Hoàng Tôn, Koo","Em Còn Nhớ Anh Không - Remastered","Hoàng Tôn",69,73,43,"244939"
84,"spotify:track:2FnXZhpEKgIab8vI6t2C7e","Shiki, Tyronee","Perfect","12 trái lê",74,86,43,"244362"
85,"spotify:track:39KWnPNEvbXt423CzjvBfA","SOOBIN","Anh Đã Quen Với Cô Đơn","WM Vietnam",40,71,64,"243393"
86,"spotify:track:5ouxRyInSdRBQubu3KTd97","tlinh, 2Pillz","nếu lúc đó","M Music Records",1,84,153,"242052"
87,"spotify:track:1xoadYaxtOp9gHDwgmPDuz","JSOL, Hoàng Duyên","Sài Gòn Hôm Nay Mưa","Universal Music Indochina",3,101,245,"240782"
88,"spotify:track:7fCeYpR02Q8JVuD88hJZVT","Da LAB, Minh Tốc & Lam","Bầu Trời Mới","Universal Music Indochina Distributed Labels",8,70,70,"240685"
89,"spotify:track:31VNCmwspR7nVJ6kruUuJt","Sơn Tùng M-TP","Đừng Làm Trái Tim Anh Đau","Universal Music Indochina Distributed Labels",1,85,87,"237430"
90,"spotify:track:1UQNU5O9VttUgO16pxUnjw","Obito, Shiki, RPT MCK","Đánh Đổi","12 trái lê",7,99,122,"236863"
91,"spotify:track:2pBZoglJzsRk4UeVey8n0k","Việt Anh","Ngày Này Năm Ấy","338ENT",17,112,26,"236156"
92,"spotify:track:7LVrrX8pkzI9fMF88nGabt","Đen, JustaTee","Đi Về Nhà","Đen",3,102,234,"235519"
93,"spotify:track:5VGOYjxkEaf19LoRPIolD2","The Wind, Dangrangto","Anh Muốn Nhìn Thấy Em","M Music Records",77,83,60,"233921"
94,"spotify:track:5tdz7T4hTxA1ipJMBe24uX","AMEE","ex's hate me, Pt.2","Yin Yang Media",13,117,172,"233383"
95,"spotify:track:6uxuJ8Fr1AAfSPJUF9N1yr","Vũ.","Bước Qua Mùa Cô Đơn","WM Vietnam",1,75,257,"230754"
96,"spotify:track:66LE366537RxmOur0DcGFH","Wren Evans, itsnk","Vừa Tìm Thấy Đã Đánh Mất","Universal Music Indochina Distributed Labels",11,78,6,"230741"
97,"spotify:track:1UhQ0VwKq2PGnLiAZOJYV1","Binz","Em","SS LABEL",4,92,15,"228563"
98,"spotify:track:3ZbZtdEw9U0uZW4tZItIwq","RHYDER, CoolKid, BAN","Chịu Cách Mình Nói Thua","RHYDER",6,80,115,"227924"
99,"spotify:track:27F22WcGDyl4Z2KylVJkXL","buitruonglinh","Đường Tôi Chở Em Về","Universal Music Indochina Distributed Labels",14,119,171,"227003"
100,"spotify:track:0SmQ0UWeiHKQtxUej4Rem6","SOOBIN","Tháng Năm","Spacespeakers",6,82,168,"226723"
101,"spotify:track:0s7RyyUlQfd8mnnboHe18n","MANBO, HIEUTHUHAI, HURRYKNG","Hẹn Gặp Em Dưới Ánh Trăng","Gerdnang",20,94,99,"226477"
102,"spotify:track:6Q2oEdOhRjZ1DTv2a7j0lN","PC, Dick, tofutns","Ghé Qua","12 trái lê",61,97,281,"226264"
103,"spotify:track:2ppLwHSMgDGEQ5c8o6nAX2","Low G","Simp Gái 808","M Music Records",9,95,121,"226041"
104,"spotify:track:4fj4Jn4nw8fGX8xdbCntJf","CoolKid, RHYDER","Sau Cơn Mưa","MaiDao Music",8,72,127,"225220"
105,"spotify:track:4qYfRfSxsmhJ1WMaywtLyI","Wren Evans, itsnk","Từng Quen","Universal Music Indochina",1,116,116,"225150"
106,"spotify:track:1nrC04lSCsxO6TwHktJKzj","Khoi Vu","SAIROI","MIXUS",75,77,9,"224520"
107,"spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ","Alex Warren","Ordinary","Atlantic Records",107,-1,1,"224494"
108,"spotify:track:1GJ3suxtUVaguVQRemw6Zp","Andiez","Suýt Nữa Thì...","MaiDao Music",74,107,152,"222408"
109,"spotify:track:7kgzRBNkBRArtTPkYjWLYT","14 Casper, Bon Nghiêm","bao tiền một mớ bình yên?","DANDERLÉON",9,122,250,"220850"
110,"spotify:track:5LuyL5o2BcFKK4FOJLYsSy","Minh Đinh, Hà An Huy","Nằm Bên Anh","DAO Entertainment",28,104,35,"219401"
111,"spotify:track:5Fv8djIhchi4t8qGZJIvic","Vũ Thuỳ Linh","Trộm Vía","Mega Records",111,131,2,"219303"
112,"spotify:track:4TyQKEifYDWTfTSRwpxlYI","Quân A.P","Bông Hoa Đẹp Nhất","Great Entertainment",32,128,110,"217723"
113,"spotify:track:4CVxKSRLUxqUuj2z9vn4fS","SOOBIN","Xin Đừng Lặng Im","HONG AN ENTERTAIMENT,.JSC",37,111,37,"216219"
114,"spotify:track:265hQASPY3HFmUH38zZrSK","Dangrangto, DONAL","MOIEM","Higher Dimension",32,96,65,"215915"
115,"spotify:track:7ESH2ntyD5Bb1XckoJU554","Sơn Tùng M-TP","Một Năm Mới Bình An","Universal Music Indochina Distributed Labels",19,140,22,"215571"
116,"spotify:track:50cmxP6KlnQA9IG3q5ckKD","Chillies","Mascara","WM Vietnam",3,142,213,"214841"
117,"spotify:track:3W77mLoXjQEkNjxvYRifjG","Ánh Sáng AZA, Negav","tâm trí lang thang","DAO Entertainment",11,98,35,"214831"
118,"spotify:track:4qJSUFwZFouto5VZUlln75","tlinh, Trung Trần","Thích Quá Rùi Nà","Universal Music Indochina Distributed Labels",34,87,281,"214290"
119,"spotify:track:3y66li7DIrH7HLKIZzxR5H","Kai Đinh","Lễ Đường","Yin Yang Media",3,132,47,"213106"
120,"spotify:track:54PbBpquVfhfrwRwvjSXbI","Charlie Puth, Selena Gomez","We Don't Talk Anymore (feat. Selena Gomez)","Artist Partner",71,113,271,"211470"
121,"spotify:track:4PG6OJ4kUp0CaHVECGWdWx","Dương Domic","Không Ngừng Suy Nghĩ","DAO Entertainment",88,88,2,"207584"
122,"spotify:track:6E3P4uOfKHYXJLK6Q3s0Tj","JustaTee, Binz","Cơn Mưa Cuối","NGUYEN THANH TUAN",86,154,14,"206952"
123,"spotify:track:1J3SmWwlYAG68LGKr86MVH","Sơn Tùng M-TP","Chúng Ta Của Hiện Tại","Universal Music Indochina Distributed Labels",1,106,268,"206400"
124,"spotify:track:7HoAJ6Hc1P91eoOrn1WY5d","Đức Trường, BMZ, Kun","Đáng Lý Ra Phải Là Anh","BMZ",90,90,8,"203805"
125,"spotify:track:6D94p9ASguBcYlDC0o56vx","HIEUTHUHAI","NOLOVENOLIFE","M Music Records",24,139,121,"203730"
126,"spotify:track:3qKeW2XJFZU5CvOQKStQW6","EM XINH ""SAY HI"", Juky San","NGƯỜI ĐẦU TIÊN","Em Xinh Say Hi",3,115,25,"202994"
127,"spotify:track:33S16Xa5cZmLPhn6eZI4Nm","52Hz, RIO, WEAN","ĐỢI (feat. WEAN) - SPECIAL VERSION","DAO Entertainment",58,153,80,"202862"
128,"spotify:track:1J12HjUuXfJnaUdubTEzSR","HIEUTHUHAI","Nghe Như Tình Yêu","M Music Records",35,126,229,"201675"
129,"spotify:track:51bYFYWODfYOZU0rwvjiCc","Binz, Đen","Cho Mình Em","Spacespeakers",32,137,115,"201433"
130,"spotify:track:43zzuEWDotRcKlSFzrlJqs","Đạt G","Thêm Bao Nhiêu Lâu","12 trái lê",106,163,39,"199569"
131,"spotify:track:5C3fx9rdM4Bxf1MSOQC4Ym","Low G, Thắng","An Thần","M Music Records",2,123,224,"198788"
132,"spotify:track:2uxjHthUJd2A8PmWaUGGsI","Hoàng Dũng, Hoàng Rob","Chờ Anh Nhé","Lirico Entertainment",99,162,34,"196979"
133,"spotify:track:0bAmqokpYHnFWAHpzqDOxB","Ân ngờ, Suzie MK, Zer Nguyễn","Nghe kể năm 90s","M Music Records",108,108,11,"196617"
134,"spotify:track:5tmA5oQDF0ULqRI12LKCDw","JayKii","Chiều Hôm Ấy","The First Management",95,103,15,"195693"
135,"spotify:track:4eeflgjzTF8xN8U2E0dech","Dangrangto, TeuYungBoy, DONAL","NGỰA Ô","Higher Dimension",9,133,70,"195346"
136,"spotify:track:4UC3NBjtqbYcqPqRq1s57D","Lyly","24h","WM Vietnam",88,93,38,"193735"
137,"spotify:track:084taGXkVELabQBsFMFGL8","Ân ngờ, MYLINA","Vườn mây vừa hay","Yin Yang Media",121,129,16,"192656"
138,"spotify:track:1HIGvBEkqODXGfmfK3eJgc","Trúc Nhân","Vạn Sự Như Ý","Umusic Vietnam Co. Ltd. Distributed Labels",138,194,2,"192528"
139,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",11,141,137,"192329"
140,"spotify:track:3gLRyMbg5nWLcuKD46Uz72","Phương Ly","Anh Là Ai","PHUONG LY",120,130,19,"192309"
141,"spotify:track:6jcLKVmEKAQIXIVHJZ8vzS","MONSTAR, GREY D, NICKY, VƯƠNG BÌNH","tình yêu chậm trễ","Yin Yang Media",46,124,164,"191862"
142,"spotify:track:5WkJN8HoGWMrd0yDI0OxwA","Đen","Vị Nhà","Đen",130,186,17,"189270"
143,"spotify:track:7eDrdQ7PK9Xm1CZCKWsgmH","Vũ., TRANG","Anh Nhớ Ra (feat. TRANG)","WM Vietnam",19,156,100,"187376"
144,"spotify:track:1S2CJruGeO5ZJmOFP87KMP","kidsai, VSTRA, WHENITSASUNNIDAY","NGÂY THER","kidsai",126,143,10,"186634"
145,"spotify:track:0NyrI1tMvqcK3vU5z9DMdI","JustaTee","She Neva Knows","NGUYEN THANH TUAN",145,-1,1,"184288"
146,"spotify:track:2kt7udEZmN2kj1Jsl118zY","Wxrdie","0 AI NGHĨ","M Music Records",92,157,23,"183942"
147,"spotify:track:498g7npirihKT5MPdVSfb0","Hoàng Dũng","Phonecert","CAM, LIRICO",147,165,7,"183148"
148,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",104,148,5,"181794"
149,"spotify:track:7J9l9ebYB3IEs5ea5J1M7a","Da LAB, Tóc Tiên","Nước Mắt Em Lau Bằng Tình Yêu Mới","MUNIZ MUSIC COMPANY LIMITED",107,127,102,"181623"
150,"spotify:track:317Lh6QCAz9JpWbV3oxrCf","Phùng Khánh Linh, Thành Luke","EM ĐAU","BLACK SWAN LABEL LLC.",102,-1,4,"181222"
151,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",4,169,77,"180129"
152,"spotify:track:0mcveJtBYTbLJa5dHvtxJJ","Anh Quân Idol","E Là Không Thể (Chốn Tìm Show)","MaiDao Music",75,179,34,"180110"
153,"spotify:track:7bFFUPBiF15n8m8RziqS4o","GREY D","dự báo thời tiết hôm nay mưa","Universal Music Indochina Distributed Labels",7,105,168,"179786"
154,"spotify:track:7dDbzI8ZchvQbrTHrpOUAA","Phùng Khánh Linh","ƯỚC ANH TAN NÁT CON TIM","BLACK SWAN LABEL LLC.",118,-1,5,"179760"
155,"spotify:track:4Iz5EWPCAT8jYNk4IpLoll","buitruonglinh","Dù Cho Mai Về Sau","Yin Yang Media",10,146,254,"179355"
156,"spotify:track:2n00rcPaXcWfFB9irOKOmh","Ronboogz","Anh Chỉ Muốn","MaiDao Music",76,182,91,"178423"
157,"spotify:track:6OWWZtNQORY1McaZmOrwhc","CORTIS","GO!","Republic Records – CORTIS",107,114,14,"178148"
158,"spotify:track:7yxogpPUBn4wVEKBgI5c7U","Lil Zpoet","Yêu Từ Đâu Mà Ra","MaiDao Music",150,150,17,"177367"
159,"spotify:track:0Lf0ydJp4nbcEkYgPtIUuD","Ronboogz","Khi Mà","MaiDao Music",73,160,73,"175952"
160,"spotify:track:12DNdwLD9oZOPADqM10oyE","Fishy, Trí Dũng","Forget Me Now","LOOPS Music",136,138,28,"175204"
161,"spotify:track:35sOT7zq5F0i9IsJF5whxm","ANH TRAI ""SAY HI"", Negav, Văn Mai Hương","IT’S GON’ BE ALRIGHT","Universal Music Indochina Distributed Labels",63,200,8,"174638"
162,"spotify:track:4ecdsGz3Hg6TKPwQ0ZOdJz","CORTIS","FaSHioN","Republic Records – CORTIS",121,125,12,"174591"
163,"spotify:track:2qc4FFBylFT5YhvMJMX50R","SOOBIN","Đi Để Trở Về","TTV Entertainment",45,155,24,"173680"
164,"spotify:track:2G5ujw3rrWcAXQqT8PVnrz","Obito, Shiki, Lăng LD","Đầu Đường Xó Chợ","12 trái lê",39,183,68,"173331"
165,"spotify:track:7p106V3HRaa0lCVL5oepMg","Andree Right Hand, Dangrangto, TeuYungBoy, WOKEUP","Công Ty 4","$maker Music",67,118,11,"172695"
166,"spotify:track:7AD5F85waSb3yZxZxEXhJM","Tóc Tiên, Touliver","Có Ai Thương Em Như Anh","Yin Yang Media",20,168,133,"172577"
167,"spotify:track:6KIhgRkprgyJNERRMu7Quh","MIN","Có Em Chờ","MIN",117,189,41,"172225"
168,"spotify:track:6hytdEPX4UcGh91gDBUZDv","Dab, Helinn","Anh Cũng Đâu Có Muốn Tin?","MaiDao Music",147,147,22,"171435"
169,"spotify:track:2UIHeKm20W1GwNgDq4uaFe","HURRYKNG, Negav","No Alcohol","Universal Music Indochina Distributed Labels",87,180,5,"171119"
170,"spotify:track:2zRzmGerfTxc2epZHgaTdh","Ngọt, Đen","Cho Tôi Lang Thang","Ngọt",35,-1,295,"170295"
171,"spotify:track:55Eo6NDkVhSRBonrT16kXM","Cloud 5, Dangrangto","Đến Đây Bên Anh","Yin Yang Media",66,151,44,"169546"
172,"spotify:track:0QIBqBajZLLcWfL6mpVsN3","Hải Đăng Doo, Weeza","Chuyện Chúng Ta Sau Này","MaiDao Music",59,171,55,"169537"
173,"spotify:track:7wHBNIBO353lf9aVvmUydT","Chillies","Cảm Ơn Và Xin Lỗi - OST from “Thưa Mẹ Con Đi”","Sony Music Entertainment",57,166,78,"169504"
174,"spotify:track:1Up8B0iFpeg5IN2C7gFFNa","Lil Zpoet, Đức Anh","Từ Em Mà Ra","MaiDao Music",174,-1,1,"168867"
175,"spotify:track:56LSZ1PFm7nOo734RfbEDo","RHYDER","TIẾC CHO EM","RHYDER ENTERTAINMENT",27,145,16,"167886"
176,"spotify:track:4vfhartd7HDWGJbdVIycEu","Sơn Tùng M-TP","Muộn Rồi Mà Sao Còn","Universal Music Indochina Distributed Labels",1,164,250,"167792"
177,"spotify:track:170CNv2CAZn8wg6GxvHXYC","B Ray, AMEE","Ex's Hate Me","B Ray",141,159,14,"166965"
178,"spotify:track:3b34161QoxLwsqhWSPy9i5","Da LAB","Thanh Xuân","Sony Music Entertainment",1,144,386,"166204"
179,"spotify:track:6UFvSmKzCZ16fxsybf4PhE","Nguyễn Trọng Tài, Don Raemo, Double X","HONGKONG1","T2B Media",177,-1,3,"165006"
180,"spotify:track:2vxMUUjyqpBzI9PHm7YtKQ","VƯƠNG BÌNH, Phùng Khánh Linh","Thành phố phía Đông","Universal Music Indochina Distributed Labels",167,170,3,"163995"
