rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
181,"spotify:track:6uxuJ8Fr1AAfSPJUF9N1yr","Vũ.","Bước Qua Mùa Cô Đơn","WM Vietnam",1,164,269,"179673"
182,"spotify:track:2G5ujw3rrWcAXQqT8PVnrz","Obito, Shiki, Lăng LD","Đầu Đường Xó Chợ","12 trái lê",39,163,80,"179292"
183,"spotify:track:3H6nzsPNMttEvUl3ai3xN8","Chillies","Vùng Ký Ức","WM Vietnam",1,168,126,"178345"
184,"spotify:track:2n00rcPaXcWfFB9irOKOmh","Ronboogz","Anh Chỉ Muốn","MaiDao Music",76,-1,98,"176655"
185,"spotify:track:2ppLwHSMgDGEQ5c8o6nAX2","Low G","Simp Gái 808","M Music Records",9,187,133,"176202"
186,"spotify:track:4vVTI94F9uJ8lHNDWKv0i2","Sean Kingston, Justin Bieber","Eenie Meenie","Epic/Beluga Heights",96,96,2,"174390"
187,"spotify:track:0jHpGB1Xt2kIX0VaPFvStp","Tùng TeA, PC, TaynguyenSound","Già Cùng Nhau Là Được","12 trái lê",70,147,143,"172456"
188,"spotify:track:78qgfGQXLCxLcJRShFeAyk","Inso, Thazh, Đông","Mở Lòng Vì Ai - Thazh x Đông Remix","Air Media",125,167,7,"171757"
189,"spotify:track:6UFvSmKzCZ16fxsybf4PhE","Nguyễn Trọng Tài, Don Raemo, Double X","HONGKONG1","T2B Media",177,-1,9,"171702"
190,"spotify:track:5BJqg07SKgmFnVLOBmLFvq","Bùi Anh Tuấn","Hẹn Một Mai - From"" 4 Năm 2 Chàng 1 Tình Yêu""","1LABEL",109,-1,54,"168368"
191,"spotify:track:1izPmgSW7FV6XFdEOiTvOY","Changg, Minh Huy","Em Không Hiểu","Universal Music Indochina Distributed Labels",27,-1,241,"167880"
192,"spotify:track:0QIBqBajZLLcWfL6mpVsN3","Hải Đăng Doo, Weeza","Chuyện Chúng Ta Sau Này","MaiDao Music",59,-1,62,"167782"
193,"spotify:track:2SykQzXuFSeprST1uDjj1m","AMEE","trời giấu trời mang đi","Yin Yang Media",52,189,85,"167664"
194,"spotify:track:6hytdEPX4UcGh91gDBUZDv","Dab, Helinn","Anh Cũng Đâu Có Muốn Tin?","MaiDao Music",147,198,27,"167557"
195,"spotify:track:7Hc6qcJG4NtyZgbNvQyd8U","Olivia Rodrigo","drop dead","Olivia Rodrigo PS",145,145,2,"167119"
196,"spotify:track:5kJMW3pK49PvQDtpVryHf5","JustaTee","Forget About Her","Spacespeakers",31,-1,37,"166968"
197,"spotify:track:5LuyL5o2BcFKK4FOJLYsSy","Minh Đinh, Hà An Huy","Nằm Bên Anh","DAO Entertainment",28,-1,46,"166856"
198,"spotify:track:7Cjsw965r7mVK888ZqP6Wo","Negav","Mình Anh Thôi","MIXUS",18,177,58,"166537"
199,"spotify:track:5NULs64MNtA1HnRK9Bedys","Ánh Sáng AZA, Negav","tâm trí lang thang","DAO Entertainment",11,173,45,"166176"
200,"spotify:track:0Lf0ydJp4nbcEkYgPtIUuD","Ronboogz","Khi Mà","MaiDao Music",73,-1,77,"166102"
