rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
18,"spotify:track:7bFFUPBiF15n8m8RziqS4o","GREY D","dự báo thời tiết hôm nay mưa","Universal Music Indochina Distributed Labels",7,18,180,"505047"
19,"spotify:track:2a5hng9yXtbjtTVVm9UviC","VCT","Mơ","Universal Music Indochina Distributed Labels",6,17,192,"501462"
20,"spotify:track:1K0HQ30Wc11okzlcnFA7Ub","HIEUTHUHAI","Không Thể Say","M Music Records",7,25,158,"492343"
21,"spotify:track:3T7XHOdRcyhKU3QCB6kZG3","MIN, Dangrangto, antransax","chẳng phải tình đầu sao đau đến thế","WM Vietnam",2,20,27,"490485"
22,"spotify:track:11T61UpoNbbcewOMl1kcWN","NHONHO","Dạo Bước HongKong 1999","NHONHO",5,11,5,"473833"
23,"spotify:track:6kCU6i8iRrAAmJJ8Sj4JYC","Shartnuss, Phankeo, Tr.D","Nắng có mang em về","MaiDao Music",4,23,116,"471409"
24,"spotify:track:2wZAvkgiOE5tyrnqhB69KA","Sơn Tùng M-TP","Âm Thầm Bên Em","Universal Music Indochina Distributed Labels",9,21,288,"466727"
25,"spotify:track:3uT8QfoX0BE8ZJa4h98LDW","Puppy, Dangrangto","Wrong Times","MaiDao Music",3,28,130,"463050"
26,"spotify:track:5cn5oHiXJTLiuthgbgfkMh","VCT","Vết Mưa","Universal Music Indochina Distributed Labels",19,26,112,"443253"
27,"spotify:track:4BdB08vuS9r4HOoY7GkAxT","SOOBIN","Nếu Ngày Ấy","SS LABEL",18,30,71,"442010"
28,"spotify:track:6lRlM6bClcoOBLQi0zfA34","HIEUTHUHAI, Hoàng Tôn","Chờ Tới Khi Anh Về","M Music Records",28,-1,1,"431002"
29,"spotify:track:6GUKRhIsWxA7VuZW8MKQLG","Dương Domic","Không Thời Gian","DAO Entertainment",2,24,32,"424202"
30,"spotify:track:5tdz7T4hTxA1ipJMBe24uX","AMEE","ex's hate me, Pt.2","Yin Yang Media",13,36,184,"416313"
31,"spotify:track:0GXZXSDFSbJjqdGifjSaig","buitruonglinh","Sớm Như Vậy","Umusic Vietnam Co. Ltd. Distributed Labels",19,19,3,"415674"
32,"spotify:track:0t8g66pWghsU8MphjUQIdg","Phùng Khánh Linh, 30 Pictures","Cảm Ơn Người Đã Thức Cùng Tôi","+84 Vietnam New Wave",5,29,10,"411147"
33,"spotify:track:3DLtPObflLQBodZN8qGODT","JustaTee, BigDaddy","2AM","WM Vietnam",18,22,209,"407414"
34,"spotify:track:7jGda8nUxsBtYwaL57Jefh","Juky San, buitruonglinh","Người Đầu Tiên","DAO Entertainment",2,31,26,"404769"
35,"spotify:track:3Ids3RXurYBgySph53qWnB","buitruonglinh","Từng Ngày Yêu Em","LOOPS Music",9,37,69,"404492"
36,"spotify:track:4QNH4OjJ9W10afDYAHi03I","HIEUTHUHAI","Anh Nên Đi Khỏi Đây","M Music Records",36,-1,1,"403897"
37,"spotify:track:4gaxEUZE4z9pJAVTSFwgQI","14 Casper, Bon Nghiêm, buitruonglinh","một đời","DANDERLÉON",14,48,109,"399744"
38,"spotify:track:4CUvVaAYuXtvYURLFz7EIL","Emcee L (Da LAB), Da LAB, Muộii (Starry Night)","Chuyện Đôi Ta (feat. Muộii)","Yin Yang Media",3,34,230,"392707"
39,"spotify:track:6IxPiUQI4Cd0mL0pBIOjAg","HIEUTHUHAI","Hết Yêu","M Music Records",39,-1,1,"391235"
40,"spotify:track:6Zoi4ue74UdUeYmHXItXnf","B Ray, V#","Vùng An Toàn","MIXUS",3,41,43,"391164"
41,"spotify:track:6epn3r7S14KUqlReYr77hA","Justin Bieber, Ludacris","Baby","RBMG/Def Jam",27,27,3,"382932"
42,"spotify:track:6mKMGpkgP2cH5gmqILWe7b","Fishy","vết thương","LOOPS Music",15,39,50,"372533"
43,"spotify:track:01qFKNWq73UfEslI0GvumE","Jung Kook, Jack Harlow","3D (feat. Jack Harlow)","BIGHIT MUSIC",2,32,134,"366869"
44,"spotify:track:4nyoalDFgUaZOzIKqj3aS5","Đặng Vĩnh Thịnh, BMZ, Nguyễn Trung Đức","Ngàn Năm Ánh Sáng","BMZ JSC",5,46,38,"356306"
45,"spotify:track:27Z9T0mSWHYWSj9SNOGvyt","JustaTee, Phương Ly","Thằng Điên","NGUYEN THANH TUAN",2,44,195,"352911"
46,"spotify:track:0fGJiHH6xSUJU1MAVjxq5m","Karik, GDucky","Bạn Đời","WM Vietnam",5,57,135,"352490"
47,"spotify:track:1DVYafsLmcQySKkJnY4RCs","MAYDAYs, Minh Tốc & Lam","Phép Màu - Đàn Cá Gỗ Original Soundtrack","Universal Music Indochina Distributed Labels",2,51,61,"352423"
48,"spotify:track:3J3nv18iIrOhca1ZWNeuyW","JustaTee","Đã Lỡ Yêu Em Nhiều","NGUYEN THANH TUAN",36,42,169,"350738"
49,"spotify:track:4wD6v7xAl1Hhfl2rli4q0n","HIEUTHUHAI, Hustlang Robber","Vacheron Louie V","M Music Records",49,-1,1,"348695"
50,"spotify:track:5WkuMbkHX7yR7nnBKCn7tV","RIO","vạn vật như muốn ta bên nhau","DAO Entertainment",6,45,55,"347445"
51,"spotify:track:3x7Hh3zsE1wcXCU2G8l5tP","SOOBIN","DANCING IN THE DARK","SS LABEL",3,43,59,"341439"
52,"spotify:track:4UC3NBjtqbYcqPqRq1s57D","Lyly","24h","WM Vietnam",47,47,50,"335347"
53,"spotify:track:5rSAUmbOg4giDrM29vUyHe","Sơn Tùng M-TP","Nơi Này Có Anh","Universal Music Indochina Distributed Labels",5,66,360,"334688"
54,"spotify:track:6Hs2xIgB8nzyGFDvVA8lFa","Madihu, Low G","Có Em","NGUYEN CHI PHONG",4,49,210,"333266"
55,"spotify:track:2pm7K14nHj2fLrpU8j9bit","PC","10 Ngàn Năm","12 trái lê",27,65,203,"332700"
56,"spotify:track:6VXVYATpQXEIoZ97NnWCmn","Madihu, Vũ.","Vì Anh Đâu Có Biết","WM Vietnam",2,62,195,"329050"
57,"spotify:track:3VkV6L37ub0rtuYQoawAqz","Lil Zpoet","Tình Mình Lạ Kì","LiL Z Poet",45,58,13,"324671"
58,"spotify:track:4MCP9l0QB9YN2LCkIy8mz4","Obito","Dạo Này","12 trái lê",8,60,18,"324611"
59,"spotify:track:6ag0c7tBr3PIqPb00C2rK4","VCT, Negav, Jey B, Ngô Kiến Huy","NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN - KHÔNG ĐAU NỮA RỒI","VIE NETWORK CORPORATION / ADA",45,68,9,"316342"
60,"spotify:track:7mblTCdc14ylJ1JW71MODb","buitruonglinh","Giờ Thì","LOOPS Music",11,69,72,"315511"
61,"spotify:track:25h0TqC9H3BcMA7KjK5nHK","GREY D, tlinh","vaicaunoicokhiennguoithaydoi","Universal Music Indochina Distributed Labels",2,50,202,"314953"
62,"spotify:track:3ET3xHCLMGd57u06A9RjJ0","Ronboogz","Nói Dối","MaiDao Music",3,59,130,"313041"
63,"spotify:track:0e6fZkLArSmDIHnZcIua7t","Vũ., Low G","Không Yêu Em Thì Yêu Ai?","WM Vietnam",19,70,83,"311818"
64,"spotify:track:1r9gNSD1WUFscqTSA2Rcet","MAYDAYs","Hẹn Lần Sau","Universal Music Indochina Distributed Labels",13,54,19,"308331"
65,"spotify:track:3vSmjbKFByNM6l31NmFlmB","GREY D, MIN","đôi mắt kẻ tình si","Universal Music Indochina Distributed Labels",12,33,5,"307802"
66,"spotify:track:2Pwou3Q2Cf59RxdX2V6MgV","Shiki","Có Đôi Điều","12 trái lê",10,52,70,"307759"
67,"spotify:track:1mtmvJjTchdqDCoJbFv1Op","OgeNus, Dangrangto","Tuyển Bạn Gái","Universal Music Indochina Distributed Labels",40,40,3,"304387"
68,"spotify:track:5BTzf3doGTigDIYUFtbkI9","Emcee L (Da LAB), Da LAB, Badbies","Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies)","Yin Yang Media",5,63,279,"303888"
69,"spotify:track:0s7RyyUlQfd8mnnboHe18n","MANBO, HIEUTHUHAI, HURRYKNG","Hẹn Gặp Em Dưới Ánh Trăng","Gerdnang",20,78,111,"299284"
70,"spotify:track:58ZlEBxBrzISXtmcOPo476","SOOBIN","giá như","SS LABEL",13,67,107,"297523"
71,"spotify:track:1MiJk3dXC5jzhvLFP0dUM7","Da LAB","Thức Giấc","Yin Yang Media",1,55,251,"292844"
72,"spotify:track:2dPJtlvoa3GDowCh035M8P","Vũ.","Nếu Những Tiếc Nuối","WM Vietnam",33,64,54,"290012"
73,"spotify:track:5SzJs9cwYXdSm9G3xcXuA2","Phùng Khánh Linh","Hôm Nay Tôi Buồn","BLACK SWAN LABEL LLC.",13,61,157,"289355"
74,"spotify:track:226ljdOTLM2clGpm4mZvAm","Dangrangto","Love is","MaiDao Music",10,104,79,"285626"
75,"spotify:track:2uZmeuNAxSm7XfVIwLkhCx","Ronboogz","nhắn nhủ","MaiDao Music",14,79,124,"283219"
76,"spotify:track:3A9A7mfVDVm3rrS9SMGhg5","Kha","Hư không","MaiDao Music",22,87,120,"282588"
77,"spotify:track:1xoadYaxtOp9gHDwgmPDuz","JSOL, Hoàng Duyên","Sài Gòn Hôm Nay Mưa","Universal Music Indochina",3,89,257,"278769"
78,"spotify:track:36fgG6NiEuQXznNgf5y2Ck","T.R.I, Dangrangto, DONAL","một bài hát không vui mấy - Extended Version","Universal Music Indochina Distributed Labels",26,90,69,"278584"
79,"spotify:track:39KWnPNEvbXt423CzjvBfA","SOOBIN","Anh Đã Quen Với Cô Đơn","WM Vietnam",40,74,76,"278505"
80,"spotify:track:2UvqD395dhlJWO0SxHJ89n","HIEUTHUHAI, HURRYKNG","Đáng Lý Anh Nên Yêu Em Hơn","M Music Records",80,-1,1,"275986"
81,"spotify:track:5XfGQZA0ioQAWUjlyJRcHc","Shiki, Obito","1000 Ánh Mắt","12 trái lê",8,82,96,"275905"
82,"spotify:track:1o6cYDMHvKOfizi4d9Lqxr","W/N","id 072019","Universal Music Indochina Distributed Labels",3,98,144,"268988"
83,"spotify:track:54PbBpquVfhfrwRwvjSXbI","Charlie Puth, Selena Gomez","We Don't Talk Anymore (feat. Selena Gomez)","Artist Partner",71,72,283,"266806"
84,"spotify:track:2ZBi1KpCR0grEWRNgySqwg","Hngle","Buông","Sony Music Entertainment",17,56,11,"265612"
85,"spotify:track:3CmacJj7VC4W6daC8BWd0h","Dương Domic","Mất Kết Nối","DAO Entertainment",2,76,75,"261773"
86,"spotify:track:1FUdEz4fX1DxPcVAARlu6A","GREY D","yêu em như…","Universal Music Indochina Distributed Labels",13,38,5,"261693"
87,"spotify:track:6OWWZtNQORY1McaZmOrwhc","CORTIS","GO!","Republic Records – CORTIS",87,135,23,"261482"
88,"spotify:track:0aPZbnkMoWJaJ5CNVLCj8S","Justin Bieber","That Should Be Me","RBMG/Def Jam",53,53,3,"259069"
89,"spotify:track:6Q2oEdOhRjZ1DTv2a7j0lN","PC, Dick, tofutns","Ghé Qua","12 trái lê",61,81,293,"258924"
90,"spotify:track:4ecdsGz3Hg6TKPwQ0ZOdJz","CORTIS","FaSHioN","Republic Records – CORTIS",90,138,21,"258403"
91,"spotify:track:1hPbWyZnUPaeAWbOSKwkXJ","Quang Đăng Trần","Anh Đã Không Biết Cách Yêu Em","338ENT",9,73,39,"257240"
92,"spotify:track:31VNCmwspR7nVJ6kruUuJt","Sơn Tùng M-TP","Đừng Làm Trái Tim Anh Đau","Universal Music Indochina Distributed Labels",1,99,99,"255999"
93,"spotify:track:2w7jOvl0kpplNxisgfnCdT","Đức Trường, BMZ","Nếu Biết Đó Là Lần Cuối","BMZ",47,80,34,"254571"
94,"spotify:track:5ouxRyInSdRBQubu3KTd97","tlinh, 2Pillz","nếu lúc đó","M Music Records",1,77,165,"252588"
95,"spotify:track:42i1d7gos5WvqZIFWCfE7E","Ngô Lan Hương","Có công mài ""Sắc""","Ngô Lan Hương Exclusive",85,85,3,"248104"
96,"spotify:track:27F22WcGDyl4Z2KylVJkXL","buitruonglinh","Đường Tôi Chở Em Về","Universal Music Indochina Distributed Labels",14,112,183,"246190"
97,"spotify:track:3P3rcI48wwVEgxF5vPM6pG","Sơn Tùng M-TP","Buông Đôi Tay Nhau Ra","Universal Music Indochina Distributed Labels",7,88,146,"245681"
98,"spotify:track:6jcLKVmEKAQIXIVHJZ8vzS","MONSTAR, GREY D, NICKY, VƯƠNG BÌNH","tình yêu chậm trễ","Yin Yang Media",46,75,176,"245612"
99,"spotify:track:4qJSUFwZFouto5VZUlln75","tlinh, Trung Trần","Thích Quá Rùi Nà","Universal Music Indochina Distributed Labels",34,109,293,"243836"
100,"spotify:track:2pBZoglJzsRk4UeVey8n0k","Việt Anh","Ngày Này Năm Ấy","338ENT",17,83,38,"242390"
101,"spotify:track:43zzuEWDotRcKlSFzrlJqs","Đạt G","Thêm Bao Nhiêu Lâu","12 trái lê",97,97,51,"242265"
102,"spotify:track:0JKEP4dB1riE6l7Kq5kJm1","Chillies","Em Đừng Khóc","WM Vietnam",3,100,64,"240476"
103,"spotify:track:1UQNU5O9VttUgO16pxUnjw","Obito, Shiki, RPT MCK","Đánh Đổi","12 trái lê",7,103,134,"239330"
104,"spotify:track:1J12HjUuXfJnaUdubTEzSR","HIEUTHUHAI","Nghe Như Tình Yêu","M Music Records",35,110,241,"237027"
105,"spotify:track:567e29TDzLwZwfDuEpGTwo","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,71,108,"235944"
106,"spotify:track:6E3P4uOfKHYXJLK6Q3s0Tj","JustaTee, Binz","Cơn Mưa Cuối","NGUYEN THANH TUAN",86,95,26,"233626"
107,"spotify:track:7q1qYSyRkGT4ZaCc2ZQihP","Hoàng Tôn, Koo","Em Còn Nhớ Anh Không - Remastered","Hoàng Tôn",69,120,55,"232851"
108,"spotify:track:22zBIXKmSoEtushsWPJZOH","HIEUTHUHAI","Nước Mắt Cá Sấu","M Music Records",3,-1,37,"232849"
109,"spotify:track:5KzRocC5BSxcmR73kP4N1V","HIEUTHUHAI","Đâu Có Ai Nhìn","M Music Records",109,-1,1,"231489"
110,"spotify:track:0KA8tBqZ81mBe2po59GK5j","Đỗ Hoàng Long","Trạng Thái Mộng Mơ","Universal Music Indochina Distributed Labels",92,93,10,"228975"
111,"spotify:track:6D94p9ASguBcYlDC0o56vx","HIEUTHUHAI","NOLOVENOLIFE","M Music Records",24,125,133,"228791"
112,"spotify:track:2o4dDfLK6NVI7TjBm5VoMv","Lou Hoàng, Miu Lê","Yêu Một Người Có Lẽ","Onlyc Entertainment",33,130,219,"228314"
113,"spotify:track:2rKkfc4VZ74FQDc1FF1Zo6","BTS","Body to Body","BIGHIT MUSIC",5,102,6,"227822"
114,"spotify:track:3rAcN3CLeSrkhIZN8PHbwb","CORTIS","What You Want","Republic Records – CORTIS",114,-1,1,"224976"
115,"spotify:track:1J3SmWwlYAG68LGKr86MVH","Sơn Tùng M-TP","Chúng Ta Của Hiện Tại","Universal Music Indochina Distributed Labels",1,140,280,"224768"
116,"spotify:track:1i5SZL7Ngz0sYFaKmwieyw","Quang Hùng MasterD, Low G, Hino","Chất Gây Hại","M Music Records",16,105,19,"224486"
117,"spotify:track:4CVxKSRLUxqUuj2z9vn4fS","SOOBIN","Xin Đừng Lặng Im","HONG AN ENTERTAIMENT,.JSC",37,94,49,"223607"
118,"spotify:track:4Iz5EWPCAT8jYNk4IpLoll","buitruonglinh","Dù Cho Mai Về Sau","Yin Yang Media",10,126,266,"221194"
119,"spotify:track:7dlgEjrK3lHbP786dshKDV","ANH TRAI ""SAY HI"", B Ray, AMEE","CHỜ ANH VỀ","Universal Music Indochina Distributed Labels",2,92,21,"218526"
120,"spotify:track:66v7AvDs5gZfmkJgFMMtHL","Công Dương, Nguyễn Lâm Thảo Tâm, 30 Pictures","A Little Dream Of Me","+84 Vietnam New Wave",22,119,8,"218200"
121,"spotify:track:5PGh9MyKry8slG5AfvD1eD","Obito, Shiki, VSTRA","Hà Nội","12 trái lê",10,106,134,"218152"
122,"spotify:track:317Lh6QCAz9JpWbV3oxrCf","Phùng Khánh Linh, Thành Luke","EM ĐAU","BLACK SWAN LABEL LLC.",62,114,16,"217445"
123,"spotify:track:51bYFYWODfYOZU0rwvjiCc","Binz, Đen","Cho Mình Em","Spacespeakers",32,117,127,"217200"
124,"spotify:track:0oL2jCTf9P9a7flY5mCpYu","Wxrdie, JustaTee","Trở Về","Universal Music Indochina Distributed Labels",54,149,61,"217112"
125,"spotify:track:2GE2p2dFpxp7OIz2QOFBzW","ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","KIM PHÚT, KIM GIỜ (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)","Anh Trai Say Hi",5,122,79,"216527"
126,"spotify:track:4fj4Jn4nw8fGX8xdbCntJf","CoolKid, RHYDER","Sau Cơn Mưa","MaiDao Music",8,136,139,"216200"
127,"spotify:track:7fCeYpR02Q8JVuD88hJZVT","Da LAB, Minh Tốc & Lam","Bầu Trời Mới","Universal Music Indochina Distributed Labels",8,150,82,"215390"
128,"spotify:track:5u5AsK8JLgkr154QHZjJqh","ANH TRAI ""SAY HI"", VCT, Karik, Negav, Ngô Kiến Huy, Jey B","NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN","Universal Music Indochina Distributed Labels",3,111,31,"215232"
129,"spotify:track:6T17ZI0glfM2IGLdUwtnLK","CORTIS","JoyRide","Republic Records – CORTIS",129,-1,1,"213331"
130,"spotify:track:5tmA5oQDF0ULqRI12LKCDw","JayKii","Chiều Hôm Ấy","The First Management",95,121,27,"212834"
131,"spotify:track:3b34161QoxLwsqhWSPy9i5","Da LAB","Thanh Xuân","Sony Music Entertainment",1,116,398,"212504"
132,"spotify:track:0SmQ0UWeiHKQtxUej4Rem6","SOOBIN","Tháng Năm","Spacespeakers",6,101,180,"212263"
133,"spotify:track:1LJyhnPdYGRLerwJd8CmL1","Vũ., Dear Jane","Những Lời Hứa Bỏ Quên","WM Vietnam",1,108,124,"211146"
134,"spotify:track:6TGwaBlfUGVoeZMBLzvXGP","Dangrangto, DONAL","thế giới của anh","Higher Dimension",50,146,13,"208323"
135,"spotify:track:0pavLg3wbL6PVXAgXoWv4S","24k.Right, Ngắn, Hipz","Một Nửa Sự Thật","Universal Music Indochina",119,195,4,"206374"
136,"spotify:track:5UUNrCgGtC6JOrATM3y3ZT","HIEUTHUHAI","Sắp Nổi Tiếng 2","M Music Records",136,-1,1,"206348"
137,"spotify:track:5C3fx9rdM4Bxf1MSOQC4Ym","Low G, Thắng","An Thần","M Music Records",2,137,236,"206276"
138,"spotify:track:12DNdwLD9oZOPADqM10oyE","Fishy, Trí Dũng","Forget Me Now","LOOPS Music",131,159,39,"205500"
139,"spotify:track:4ZbHPwPlbR7ia3OXfto6ZZ","HIEUTHUHAI","Đâu Cần Gì Hơn","M Music Records",139,-1,1,"204505"
140,"spotify:track:5Bti0azlFhMattVY76qFr9","Vũ.","Lạ Lùng","WM Vietnam",17,107,421,"204109"
141,"spotify:track:4TyQKEifYDWTfTSRwpxlYI","Quân A.P","Bông Hoa Đẹp Nhất","Great Entertainment",32,128,122,"201636"
142,"spotify:track:22GCbN9OyrCa1tC1jZnX8O","Thắng, Hà Lê","Gội Đầu","Thắng",27,91,4,"200362"
143,"spotify:track:09CtPGIpYB4BrO8qb1RGsF","Justin Bieber","Sorry","RBMG/Def Jam",84,84,4,"199551"
144,"spotify:track:5VGOYjxkEaf19LoRPIolD2","The Wind, Dangrangto","Anh Muốn Nhìn Thấy Em","M Music Records",77,188,72,"199074"
145,"spotify:track:25NLn8W1JxuVrXQTVrDA4c","Dfoxie37, myhoa, Tuann","hello em có khỏe không","Universal Music Indochina Distributed Labels",15,133,22,"199063"
146,"spotify:track:7HoAJ6Hc1P91eoOrn1WY5d","Đức Trường, BMZ, Kun","Đáng Lý Ra Phải Là Anh","BMZ",90,134,20,"197523"
147,"spotify:track:3gLRyMbg5nWLcuKD46Uz72","Phương Ly","Anh Là Ai","PHUONG LY",109,132,31,"197276"
148,"spotify:track:4D1eaEIisnWCVPMnYuMh7q","白浩贤BlueC","漫步香港1999","腾讯音乐人",13,131,11,"196997"
149,"spotify:track:29Tj2R8sZZ3fzlXZVe1OyY","Dương Domic, Lou Hoàng","Pin Dự Phòng","DAO Entertainment",13,144,43,"194981"
150,"spotify:track:0eAuGrXyGFYwur9ARUe7LJ","Malcolm Todd","Earrings","Columbia",150,-1,1,"194490"
151,"spotify:track:4N99EuIjwSSFFFMDfTeOLU","buitruonglinh, Vũ Phụng Tiên","Em Không Khóc (feat. Vũ Phụng Tiên)","Yin Yang Media",62,170,182,"194414"
152,"spotify:track:5U30iZBlmxkpHqzb1OSnBS","Rhymastic","Yêu 5","WM Vietnam",77,123,221,"194255"
153,"spotify:track:170CNv2CAZn8wg6GxvHXYC","B Ray, AMEE","Ex's Hate Me","B Ray",129,161,26,"194067"
154,"spotify:track:1GJ3suxtUVaguVQRemw6Zp","Andiez","Suýt Nữa Thì...","MaiDao Music",74,155,164,"193498"
155,"spotify:track:4vfhartd7HDWGJbdVIycEu","Sơn Tùng M-TP","Muộn Rồi Mà Sao Còn","Universal Music Indochina Distributed Labels",1,172,262,"192808"
156,"spotify:track:3bmpXHVie1GTy37OkXJ7Vc","BTS","2.0","BIGHIT MUSIC",11,162,6,"191748"
157,"spotify:track:3COYA2vgfcUhDyRlVpZy5p","tlinh, Low G","PHÓNG ZÌN ZÌN","M Music Records",4,148,84,"191096"
158,"spotify:track:7J9l9ebYB3IEs5ea5J1M7a","Da LAB, Tóc Tiên","Nước Mắt Em Lau Bằng Tình Yêu Mới","MUNIZ MUSIC COMPANY LIMITED",107,118,114,"191008"
159,"spotify:track:65st6HfPZyxq1RNTvqSIos","Wren Evans, itsnk","Thu Đợi","Universal Music Indochina Distributed Labels",6,154,18,"190182"
160,"spotify:track:50kpGaPAhYJ3sGmk6vplg0","Justin Bieber","Love Yourself","RBMG/Def Jam",79,86,126,"189520"
161,"spotify:track:53zusvCJkyGYjEZ6bnLIjh","Hà Anh Tuấn","Tháng Tư Là Lời Nói Dối Của Em","Yin Yang Media",49,124,59,"189160"
162,"spotify:track:20dAJsyno9ZoBLJtqgQnUI","BTS","Hooligan","BIGHIT MUSIC",8,165,6,"188501"
163,"spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ","Alex Warren","Ordinary","Atlantic Records",38,141,13,"188467"
164,"spotify:track:0669gFIK8dYK9GGQ0K0QNF","Dương Domic","Tràn Bộ Nhớ","DAO Entertainment",7,151,75,"187297"
165,"spotify:track:2uxjHthUJd2A8PmWaUGGsI","Hoàng Dũng, Hoàng Rob","Chờ Anh Nhé","Lirico Entertainment",99,156,46,"187215"
166,"spotify:track:2FnXZhpEKgIab8vI6t2C7e","Shiki, Tyronee","Perfect","12 trái lê",74,127,55,"186857"
167,"spotify:track:3f0OEJd7mlPNhmH3fUOrqy","CORTIS","Mention Me - From The Movie ""GOAT""","Mercury Records",63,-1,3,"186019"
168,"spotify:track:4Jjz6vzbNUU6naUSzQUFf7","HIEUTHUHAI","Interlude Nước Mắt Cá Sấu","M Music Records",168,-1,1,"185559"
169,"spotify:track:3y66li7DIrH7HLKIZzxR5H","Kai Đinh","Lễ Đường","Yin Yang Media",3,157,59,"185238"
170,"spotify:track:7yxogpPUBn4wVEKBgI5c7U","Lil Zpoet","Yêu Từ Đâu Mà Ra","MaiDao Music",143,153,29,"184993"
171,"spotify:track:55K3e7BGewGDUJ4ZQwkh7M","Only C","Người Đáng Thương Là Anh","OnlyC Production",165,183,15,"184751"
172,"spotify:track:54UNNgtE3zzERwTuWSQLqd","MONSTAR, GREY D, VƯƠNG BÌNH","có hẹn với thanh xuân","Yin Yang Media",5,174,172,"184518"
173,"spotify:track:498g7npirihKT5MPdVSfb0","Hoàng Dũng","Phonecert","CAM, LIRICO",137,190,19,"184504"
174,"spotify:track:5prZw3OHd2UhAq0VBKpqUM","GREY D","mới hôm qua","Universal Music Indochina Distributed Labels",34,115,5,"184423"
175,"spotify:track:1Ipu7wzbc2qM7muqszyiZD","Solmee, Dyteller, hoangkiet","Tâm sự","Universal Music Indochina Distributed Labels",143,160,5,"184106"
176,"spotify:track:5cF0dROlMOK5uNZtivgu50","Charlie Puth","Attention","Artist Partner",21,139,199,"183295"
177,"spotify:track:55Eo6NDkVhSRBonrT16kXM","Cloud 5, Dangrangto","Đến Đây Bên Anh","Yin Yang Media",66,171,56,"182929"
178,"spotify:track:33S16Xa5cZmLPhn6eZI4Nm","52Hz, RIO, WEAN","ĐỢI (feat. WEAN) - SPECIAL VERSION","DAO Entertainment",58,175,92,"182141"
179,"spotify:track:4FT18tLTmf3QNBzG5r6OTj","Đen, Ngọc Linh","Mười Năm (Lộn Xộn 3)","Đen",17,169,130,"181326"
180,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",11,142,149,"181110"
