rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
26,"spotify:track:4CUvVaAYuXtvYURLFz7EIL","Emcee L (Da LAB), Da LAB, Muộii (Starry Night)","Chuyện Đôi Ta (feat. Muộii)","Yin Yang Media",3,34,233,"410709"
27,"spotify:track:3DLtPObflLQBodZN8qGODT","JustaTee, BigDaddy","2AM","WM Vietnam",18,43,212,"409735"
28,"spotify:track:6mKMGpkgP2cH5gmqILWe7b","Fishy","vết thương","LOOPS Music",15,29,53,"405419"
29,"spotify:track:27Z9T0mSWHYWSj9SNOGvyt","JustaTee, Phương Ly","Thằng Điên","NGUYEN THANH TUAN",2,37,198,"397343"
30,"spotify:track:11T61UpoNbbcewOMl1kcWN","NHONHO","Dạo Bước HongKong 1999","NHONHO",5,31,8,"391505"
31,"spotify:track:5rSAUmbOg4giDrM29vUyHe","Sơn Tùng M-TP","Nơi Này Có Anh","Universal Music Indochina Distributed Labels",5,46,363,"380374"
32,"spotify:track:0fGJiHH6xSUJU1MAVjxq5m","Karik, GDucky","Bạn Đời","WM Vietnam",5,39,138,"378123"
33,"spotify:track:3T7XHOdRcyhKU3QCB6kZG3","MIN, Dangrangto, antransax","chẳng phải tình đầu sao đau đến thế","WM Vietnam",2,28,30,"375519"
34,"spotify:track:3dbfL7nHOZlM4adzLHNnB3","Juky San, buitruonglinh","Người Đầu Tiên","DAO Entertainment",2,33,29,"373614"
35,"spotify:track:3Ids3RXurYBgySph53qWnB","buitruonglinh","Từng Ngày Yêu Em","LOOPS Music",9,32,72,"372875"
36,"spotify:track:3x7Hh3zsE1wcXCU2G8l5tP","SOOBIN","DANCING IN THE DARK","SS LABEL",3,40,62,"370475"
37,"spotify:track:3J3nv18iIrOhca1ZWNeuyW","JustaTee","Đã Lỡ Yêu Em Nhiều","NGUYEN THANH TUAN",36,41,172,"364517"
38,"spotify:track:6Hs2xIgB8nzyGFDvVA8lFa","Madihu, Low G","Có Em","NGUYEN CHI PHONG",4,38,213,"358948"
39,"spotify:track:5tdz7T4hTxA1ipJMBe24uX","AMEE","ex's hate me, Pt.2","Yin Yang Media",13,42,187,"357039"
40,"spotify:track:4gaxEUZE4z9pJAVTSFwgQI","14 Casper, Bon Nghiêm, buitruonglinh","một đời","DANDERLÉON",14,44,112,"350494"
41,"spotify:track:7mblTCdc14ylJ1JW71MODb","buitruonglinh","Giờ Thì","LOOPS Music",11,54,75,"346206"
42,"spotify:track:7Ldcvhcl4Xj4eOTSWpZus5","CORTIS","ACAI","Republic Records – CORTIS",25,25,3,"344136"
43,"spotify:track:4MCP9l0QB9YN2LCkIy8mz4","Obito","Dạo Này","12 trái lê",8,49,21,"338010"
44,"spotify:track:58ZlEBxBrzISXtmcOPo476","SOOBIN","giá như","SS LABEL",13,50,110,"336425"
45,"spotify:track:6nInHlewtrNKguNKlXt0Ur","Shartnuss, Phankeo, Tr.D","Nắng có mang em về","MaiDao Music",4,24,119,"333195"
46,"spotify:track:1MiJk3dXC5jzhvLFP0dUM7","Da LAB","Thức Giấc","Yin Yang Media",1,56,254,"330104"
47,"spotify:track:6VXVYATpQXEIoZ97NnWCmn","Madihu, Vũ.","Vì Anh Đâu Có Biết","WM Vietnam",2,48,198,"329916"
48,"spotify:track:1DVYafsLmcQySKkJnY4RCs","MAYDAYs, Minh Tốc & Lam","Phép Màu - Đàn Cá Gỗ Original Soundtrack","Universal Music Indochina Distributed Labels",2,52,64,"327026"
49,"spotify:track:4nyoalDFgUaZOzIKqj3aS5","Đặng Vĩnh Thịnh, BMZ, Nguyễn Trung Đức","Ngàn Năm Ánh Sáng","BMZ JSC",5,51,41,"326544"
50,"spotify:track:01qFKNWq73UfEslI0GvumE","Jung Kook, Jack Harlow","3D (feat. Jack Harlow)","BIGHIT MUSIC",2,57,137,"319626"
