rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
48,"spotify:track:6VXVYATpQXEIoZ97NnWCmn","Madihu, Vũ.","Vì Anh Đâu Có Biết","WM Vietnam",2,63,197,"334086"
49,"spotify:track:4MCP9l0QB9YN2LCkIy8mz4","Obito","Dạo Này","12 trái lê",8,54,20,"326846"
50,"spotify:track:58ZlEBxBrzISXtmcOPo476","SOOBIN","giá như","SS LABEL",13,60,109,"324746"
51,"spotify:track:4nyoalDFgUaZOzIKqj3aS5","Đặng Vĩnh Thịnh, BMZ, Nguyễn Trung Đức","Ngàn Năm Ánh Sáng","BMZ JSC",5,41,40,"320392"
52,"spotify:track:1DVYafsLmcQySKkJnY4RCs","MAYDAYs, Minh Tốc & Lam","Phép Màu - Đàn Cá Gỗ Original Soundtrack","Universal Music Indochina Distributed Labels",2,47,63,"319350"
53,"spotify:track:3VkV6L37ub0rtuYQoawAqz","Lil Zpoet","Tình Mình Lạ Kì","LiL Z Poet",45,46,15,"316649"
54,"spotify:track:7mblTCdc14ylJ1JW71MODb","buitruonglinh","Giờ Thì","LOOPS Music",11,53,74,"313731"
55,"spotify:track:3vSmjbKFByNM6l31NmFlmB","GREY D, MIN","đôi mắt kẻ tình si","Universal Music Indochina Distributed Labels",12,57,7,"307308"
56,"spotify:track:1MiJk3dXC5jzhvLFP0dUM7","Da LAB","Thức Giấc","Yin Yang Media",1,61,253,"305232"
57,"spotify:track:01qFKNWq73UfEslI0GvumE","Jung Kook, Jack Harlow","3D (feat. Jack Harlow)","BIGHIT MUSIC",2,55,136,"304308"
58,"spotify:track:2vKNzC9T3kdU2JECcvob3V","CORTIS","YOUNGCREATORCREW","Republic Records – CORTIS",58,87,2,"303344"
59,"spotify:track:4UC3NBjtqbYcqPqRq1s57D","Lyly","24h","WM Vietnam",47,64,52,"302391"
60,"spotify:track:5u5AsK8JLgkr154QHZjJqh","ANH TRAI ""SAY HI"", VCT, Karik, Negav, Ngô Kiến Huy, Jey B","NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN","Universal Music Indochina Distributed Labels",3,115,33,"300124"
61,"spotify:track:4qJSUFwZFouto5VZUlln75","tlinh, Trung Trần","Thích Quá Rùi Nà","Universal Music Indochina Distributed Labels",34,71,295,"299821"
62,"spotify:track:0e6fZkLArSmDIHnZcIua7t","Vũ., Low G","Không Yêu Em Thì Yêu Ai?","WM Vietnam",19,68,85,"295924"
63,"spotify:track:2pm7K14nHj2fLrpU8j9bit","PC","10 Ngàn Năm","12 trái lê",27,62,205,"295784"
64,"spotify:track:1VyXprVXZYNGWWZf1u4JfN","CORTIS","Blue Lips","Republic Records – CORTIS",59,59,2,"289118"
65,"spotify:track:3ET3xHCLMGd57u06A9RjJ0","Ronboogz","Nói Dối","MaiDao Music",3,56,132,"288716"
66,"spotify:track:3dCdcURa0Kk5UWXRY00HQy","CORTIS","Wassup","Republic Records – CORTIS",66,79,2,"286751"
67,"spotify:track:6ag0c7tBr3PIqPb00C2rK4","VCT, Negav, Jey B, Ngô Kiến Huy","NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN - KHÔNG ĐAU NỮA RỒI","VIE NETWORK CORPORATION / ADA",45,58,11,"283026"
68,"spotify:track:2o4dDfLK6NVI7TjBm5VoMv","Lou Hoàng, Miu Lê","Yêu Một Người Có Lẽ","Onlyc Entertainment",33,114,221,"281663"
69,"spotify:track:2rKkfc4VZ74FQDc1FF1Zo6","BTS","Body to Body","BIGHIT MUSIC",5,92,8,"280926"
70,"spotify:track:39KWnPNEvbXt423CzjvBfA","SOOBIN","Anh Đã Quen Với Cô Đơn","WM Vietnam",40,67,78,"280341"
71,"spotify:track:25h0TqC9H3BcMA7KjK5nHK","GREY D, tlinh","vaicaunoicokhiennguoithaydoi","Universal Music Indochina Distributed Labels",2,70,204,"278073"
72,"spotify:track:5SzJs9cwYXdSm9G3xcXuA2","Phùng Khánh Linh","Hôm Nay Tôi Buồn","BLACK SWAN LABEL LLC.",13,73,159,"274507"
73,"spotify:track:6rEWOmyRZwZ4Aouth1YBSX","B Ray","Tệ Hại Và Xấu Xí","Great Entertainment/Sony Music",73,-1,1,"270776"
74,"spotify:track:1r9gNSD1WUFscqTSA2Rcet","MAYDAYs","Hẹn Lần Sau","Universal Music Indochina Distributed Labels",13,65,21,"270774"
75,"spotify:track:2dPJtlvoa3GDowCh035M8P","Vũ.","Nếu Những Tiếc Nuối","WM Vietnam",33,78,56,"269291"
76,"spotify:track:66v7AvDs5gZfmkJgFMMtHL","Công Dương, Nguyễn Lâm Thảo Tâm, 30 Pictures","A Little Dream Of Me","+84 Vietnam New Wave",22,89,10,"269121"
