rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
65,"spotify:track:1r9gNSD1WUFscqTSA2Rcet","MAYDAYs","Hẹn Lần Sau","Universal Music Indochina Distributed Labels",13,64,20,"293928"
66,"spotify:track:4QNH4OjJ9W10afDYAHi03I","HIEUTHUHAI","Anh Nên Đi Khỏi Đây","M Music Records",36,36,2,"291023"
67,"spotify:track:39KWnPNEvbXt423CzjvBfA","SOOBIN","Anh Đã Quen Với Cô Đơn","WM Vietnam",40,79,77,"290698"
68,"spotify:track:0e6fZkLArSmDIHnZcIua7t","Vũ., Low G","Không Yêu Em Thì Yêu Ai?","WM Vietnam",19,63,84,"290559"
69,"spotify:track:2uZmeuNAxSm7XfVIwLkhCx","Ronboogz","nhắn nhủ","MaiDao Music",14,75,125,"288798"
70,"spotify:track:25h0TqC9H3BcMA7KjK5nHK","GREY D, tlinh","vaicaunoicokhiennguoithaydoi","Universal Music Indochina Distributed Labels",2,61,203,"288722"
71,"spotify:track:4qJSUFwZFouto5VZUlln75","tlinh, Trung Trần","Thích Quá Rùi Nà","Universal Music Indochina Distributed Labels",34,99,294,"285918"
72,"spotify:track:6epn3r7S14KUqlReYr77hA","Justin Bieber, Ludacris","Baby","RBMG/Def Jam",27,41,4,"285836"
73,"spotify:track:5SzJs9cwYXdSm9G3xcXuA2","Phùng Khánh Linh","Hôm Nay Tôi Buồn","BLACK SWAN LABEL LLC.",13,73,158,"285366"
74,"spotify:track:1xoadYaxtOp9gHDwgmPDuz","JSOL, Hoàng Duyên","Sài Gòn Hôm Nay Mưa","Universal Music Indochina",3,77,258,"284357"
75,"spotify:track:36fgG6NiEuQXznNgf5y2Ck","T.R.I, Dangrangto, DONAL","một bài hát không vui mấy - Extended Version","Universal Music Indochina Distributed Labels",26,78,70,"283954"
76,"spotify:track:2Pwou3Q2Cf59RxdX2V6MgV","Shiki","Có Đôi Điều","12 trái lê",10,66,71,"283224"
77,"spotify:track:1o6cYDMHvKOfizi4d9Lqxr","W/N","id 072019","Universal Music Indochina Distributed Labels",3,82,145,"276870"
78,"spotify:track:2dPJtlvoa3GDowCh035M8P","Vũ.","Nếu Những Tiếc Nuối","WM Vietnam",33,72,55,"276630"
79,"spotify:track:3dCdcURa0Kk5UWXRY00HQy","CORTIS","Wassup","Republic Records – CORTIS",79,-1,1,"273203"
80,"spotify:track:226ljdOTLM2clGpm4mZvAm","Dangrangto","Love is","MaiDao Music",10,74,80,"271141"
81,"spotify:track:5BTzf3doGTigDIYUFtbkI9","Emcee L (Da LAB), Da LAB, Badbies","Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies)","Yin Yang Media",5,68,280,"271029"
82,"spotify:track:6OWWZtNQORY1McaZmOrwhc","CORTIS","GO!","Republic Records – CORTIS",82,87,24,"262439"
83,"spotify:track:0s7RyyUlQfd8mnnboHe18n","MANBO, HIEUTHUHAI, HURRYKNG","Hẹn Gặp Em Dưới Ánh Trăng","Gerdnang",20,69,112,"262149"
84,"spotify:track:3P3rcI48wwVEgxF5vPM6pG","Sơn Tùng M-TP","Buông Đôi Tay Nhau Ra","Universal Music Indochina Distributed Labels",7,97,147,"259415"
85,"spotify:track:3A9A7mfVDVm3rrS9SMGhg5","Kha","Hư không","MaiDao Music",22,76,121,"258336"
86,"spotify:track:31VNCmwspR7nVJ6kruUuJt","Sơn Tùng M-TP","Đừng Làm Trái Tim Anh Đau","Universal Music Indochina Distributed Labels",1,92,100,"257173"
87,"spotify:track:2vKNzC9T3kdU2JECcvob3V","CORTIS","YOUNGCREATORCREW","Republic Records – CORTIS",87,-1,1,"255330"
88,"spotify:track:1mtmvJjTchdqDCoJbFv1Op","OgeNus, Dangrangto","Tuyển Bạn Gái","Universal Music Indochina Distributed Labels",40,67,4,"252345"
89,"spotify:track:66v7AvDs5gZfmkJgFMMtHL","Công Dương, Nguyễn Lâm Thảo Tâm, 30 Pictures","A Little Dream Of Me","+84 Vietnam New Wave",22,120,9,"251327"
90,"spotify:track:4ecdsGz3Hg6TKPwQ0ZOdJz","CORTIS","FaSHioN","Republic Records – CORTIS",90,90,22,"251239"
91,"spotify:track:2w7jOvl0kpplNxisgfnCdT","Đức Trường, BMZ","Nếu Biết Đó Là Lần Cuối","BMZ",47,93,35,"249874"
92,"spotify:track:2rKkfc4VZ74FQDc1FF1Zo6","BTS","Body to Body","BIGHIT MUSIC",5,113,7,"249733"
93,"spotify:track:5XfGQZA0ioQAWUjlyJRcHc","Shiki, Obito","1000 Ánh Mắt","12 trái lê",8,81,97,"248868"
94,"spotify:track:7q1qYSyRkGT4ZaCc2ZQihP","Hoàng Tôn, Koo","Em Còn Nhớ Anh Không - Remastered","Hoàng Tôn",69,107,56,"247856"
95,"spotify:track:5VGOYjxkEaf19LoRPIolD2","The Wind, Dangrangto","Anh Muốn Nhìn Thấy Em","M Music Records",77,144,73,"247489"
96,"spotify:track:3CmacJj7VC4W6daC8BWd0h","Dương Domic","Mất Kết Nối","DAO Entertainment",2,85,76,"245030"
97,"spotify:track:5ouxRyInSdRBQubu3KTd97","tlinh, 2Pillz","nếu lúc đó","M Music Records",1,94,166,"244728"
98,"spotify:track:0JKEP4dB1riE6l7Kq5kJm1","Chillies","Em Đừng Khóc","WM Vietnam",3,102,65,"242139"
99,"spotify:track:6jcLKVmEKAQIXIVHJZ8vzS","MONSTAR, GREY D, NICKY, VƯƠNG BÌNH","tình yêu chậm trễ","Yin Yang Media",46,98,177,"241310"
100,"spotify:track:27F22WcGDyl4Z2KylVJkXL","buitruonglinh","Đường Tôi Chở Em Về","Universal Music Indochina Distributed Labels",14,96,184,"240257"
101,"spotify:track:1hPbWyZnUPaeAWbOSKwkXJ","Quang Đăng Trần","Anh Đã Không Biết Cách Yêu Em","338ENT",9,91,40,"240092"
102,"spotify:track:6Q2oEdOhRjZ1DTv2a7j0lN","PC, Dick, tofutns","Ghé Qua","12 trái lê",61,89,294,"239322"
103,"spotify:track:54PbBpquVfhfrwRwvjSXbI","Charlie Puth, Selena Gomez","We Don't Talk Anymore (feat. Selena Gomez)","Artist Partner",71,83,284,"236895"
104,"spotify:track:43zzuEWDotRcKlSFzrlJqs","Đạt G","Thêm Bao Nhiêu Lâu","12 trái lê",97,101,52,"236709"
105,"spotify:track:4wD6v7xAl1Hhfl2rli4q0n","HIEUTHUHAI, Hustlang Robber","Vacheron Louie V","M Music Records",49,49,2,"234738"
106,"spotify:track:2ZBi1KpCR0grEWRNgySqwg","Hngle","Buông","Sony Music Entertainment",17,84,12,"232333"
107,"spotify:track:1i5SZL7Ngz0sYFaKmwieyw","Quang Hùng MasterD, Low G, Hino","Chất Gây Hại","M Music Records",16,116,20,"230449"
108,"spotify:track:0eAuGrXyGFYwur9ARUe7LJ","Malcolm Todd","Earrings","Columbia",108,150,2,"229997"
109,"spotify:track:4CVxKSRLUxqUuj2z9vn4fS","SOOBIN","Xin Đừng Lặng Im","HONG AN ENTERTAIMENT,.JSC",37,117,50,"228479"
110,"spotify:track:6D94p9ASguBcYlDC0o56vx","HIEUTHUHAI","NOLOVENOLIFE","M Music Records",24,111,134,"228255"
111,"spotify:track:1J3SmWwlYAG68LGKr86MVH","Sơn Tùng M-TP","Chúng Ta Của Hiện Tại","Universal Music Indochina Distributed Labels",1,115,281,"226981"
112,"spotify:track:0SmQ0UWeiHKQtxUej4Rem6","SOOBIN","Tháng Năm","Spacespeakers",6,132,181,"226947"
113,"spotify:track:2pBZoglJzsRk4UeVey8n0k","Việt Anh","Ngày Này Năm Ấy","338ENT",17,100,39,"226241"
114,"spotify:track:2o4dDfLK6NVI7TjBm5VoMv","Lou Hoàng, Miu Lê","Yêu Một Người Có Lẽ","Onlyc Entertainment",33,112,220,"225217"
115,"spotify:track:5u5AsK8JLgkr154QHZjJqh","ANH TRAI ""SAY HI"", VCT, Karik, Negav, Ngô Kiến Huy, Jey B","NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN","Universal Music Indochina Distributed Labels",3,128,32,"223995"
116,"spotify:track:1J12HjUuXfJnaUdubTEzSR","HIEUTHUHAI","Nghe Như Tình Yêu","M Music Records",35,104,242,"223534"
117,"spotify:track:1FUdEz4fX1DxPcVAARlu6A","GREY D","yêu em như…","Universal Music Indochina Distributed Labels",13,86,6,"222608"
118,"spotify:track:6E3P4uOfKHYXJLK6Q3s0Tj","JustaTee, Binz","Cơn Mưa Cuối","NGUYEN THANH TUAN",86,106,27,"219536"
119,"spotify:track:0oL2jCTf9P9a7flY5mCpYu","Wxrdie, JustaTee","Trở Về","Universal Music Indochina Distributed Labels",54,124,62,"218626"
120,"spotify:track:7HoAJ6Hc1P91eoOrn1WY5d","Đức Trường, BMZ, Kun","Đáng Lý Ra Phải Là Anh","BMZ",90,146,21,"217758"
121,"spotify:track:0KA8tBqZ81mBe2po59GK5j","Đỗ Hoàng Long","Trạng Thái Mộng Mơ","Universal Music Indochina Distributed Labels",92,110,11,"216766"
122,"spotify:track:1UQNU5O9VttUgO16pxUnjw","Obito, Shiki, RPT MCK","Đánh Đổi","12 trái lê",7,103,135,"215649"
123,"spotify:track:7fCeYpR02Q8JVuD88hJZVT","Da LAB, Minh Tốc & Lam","Bầu Trời Mới","Universal Music Indochina Distributed Labels",8,127,83,"213965"
124,"spotify:track:3bmpXHVie1GTy37OkXJ7Vc","BTS","2.0","BIGHIT MUSIC",11,156,7,"213205"
125,"spotify:track:4Iz5EWPCAT8jYNk4IpLoll","buitruonglinh","Dù Cho Mai Về Sau","Yin Yang Media",10,118,267,"210966"
126,"spotify:track:12DNdwLD9oZOPADqM10oyE","Fishy, Trí Dũng","Forget Me Now","LOOPS Music",126,138,40,"209339"
127,"spotify:track:6TGwaBlfUGVoeZMBLzvXGP","Dangrangto, DONAL","thế giới của anh","Higher Dimension",50,134,14,"209331"
128,"spotify:track:20dAJsyno9ZoBLJtqgQnUI","BTS","Hooligan","BIGHIT MUSIC",8,162,7,"207319"
129,"spotify:track:3COYA2vgfcUhDyRlVpZy5p","tlinh, Low G","PHÓNG ZÌN ZÌN","M Music Records",4,157,85,"206688"
130,"spotify:track:3gLRyMbg5nWLcuKD46Uz72","Phương Ly","Anh Là Ai","PHUONG LY",109,147,32,"203021"
131,"spotify:track:0aPZbnkMoWJaJ5CNVLCj8S","Justin Bieber","That Should Be Me","RBMG/Def Jam",53,88,4,"202319"
132,"spotify:track:5Bti0azlFhMattVY76qFr9","Vũ.","Lạ Lùng","WM Vietnam",17,140,422,"201997"
133,"spotify:track:51bYFYWODfYOZU0rwvjiCc","Binz, Đen","Cho Mình Em","Spacespeakers",32,123,128,"201465"
134,"spotify:track:4TyQKEifYDWTfTSRwpxlYI","Quân A.P","Bông Hoa Đẹp Nhất","Great Entertainment",32,141,123,"200937"
135,"spotify:track:3b34161QoxLwsqhWSPy9i5","Da LAB","Thanh Xuân","Sony Music Entertainment",1,131,399,"200673"
136,"spotify:track:2GE2p2dFpxp7OIz2QOFBzW","ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","KIM PHÚT, KIM GIỜ (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)","Anh Trai Say Hi",5,125,80,"200265"
137,"spotify:track:3rAcN3CLeSrkhIZN8PHbwb","CORTIS","What You Want","Republic Records – CORTIS",114,114,2,"199868"
138,"spotify:track:0pavLg3wbL6PVXAgXoWv4S","24k.Right, Ngắn, Hipz","Một Nửa Sự Thật","Universal Music Indochina",119,135,5,"199397"
139,"spotify:track:3y66li7DIrH7HLKIZzxR5H","Kai Đinh","Lễ Đường","Yin Yang Media",3,169,60,"199194"
140,"spotify:track:317Lh6QCAz9JpWbV3oxrCf","Phùng Khánh Linh, Thành Luke","EM ĐAU","BLACK SWAN LABEL LLC.",62,122,17,"198477"
141,"spotify:track:2ppLwHSMgDGEQ5c8o6nAX2","Low G","Simp Gái 808","M Music Records",9,185,134,"197898"
142,"spotify:track:6T17ZI0glfM2IGLdUwtnLK","CORTIS","JoyRide","Republic Records – CORTIS",129,129,2,"197828"
143,"spotify:track:5PGh9MyKry8slG5AfvD1eD","Obito, Shiki, VSTRA","Hà Nội","12 trái lê",10,121,135,"197382"
144,"spotify:track:2UvqD395dhlJWO0SxHJ89n","HIEUTHUHAI, HURRYKNG","Đáng Lý Anh Nên Yêu Em Hơn","M Music Records",80,80,2,"196396"
145,"spotify:track:7dlgEjrK3lHbP786dshKDV","ANH TRAI ""SAY HI"", B Ray, AMEE","CHỜ ANH VỀ","Universal Music Indochina Distributed Labels",2,119,22,"195259"
146,"spotify:track:5tmA5oQDF0ULqRI12LKCDw","JayKii","Chiều Hôm Ấy","The First Management",95,130,28,"194641"
147,"spotify:track:4N99EuIjwSSFFFMDfTeOLU","buitruonglinh, Vũ Phụng Tiên","Em Không Khóc (feat. Vũ Phụng Tiên)","Yin Yang Media",62,151,183,"194592"
148,"spotify:track:2FnXZhpEKgIab8vI6t2C7e","Shiki, Tyronee","Perfect","12 trái lê",74,166,56,"193212"
149,"spotify:track:5prZw3OHd2UhAq0VBKpqUM","GREY D","mới hôm qua","Universal Music Indochina Distributed Labels",34,174,6,"192410"
150,"spotify:track:1LJyhnPdYGRLerwJd8CmL1","Vũ., Dear Jane","Những Lời Hứa Bỏ Quên","WM Vietnam",1,133,125,"191880"
151,"spotify:track:5U30iZBlmxkpHqzb1OSnBS","Rhymastic","Yêu 5","WM Vietnam",77,152,222,"191546"
152,"spotify:track:4D1eaEIisnWCVPMnYuMh7q","白浩贤BlueC","漫步香港1999","腾讯音乐人",13,148,12,"190893"
153,"spotify:track:1GJ3suxtUVaguVQRemw6Zp","Andiez","Suýt Nữa Thì...","MaiDao Music",74,154,165,"190830"
154,"spotify:track:2uxjHthUJd2A8PmWaUGGsI","Hoàng Dũng, Hoàng Rob","Chờ Anh Nhé","Lirico Entertainment",99,165,47,"190755"
155,"spotify:track:0jHpGB1Xt2kIX0VaPFvStp","Tùng TeA, PC, TaynguyenSound","Già Cùng Nhau Là Được","12 trái lê",70,187,144,"190747"
156,"spotify:track:5C3fx9rdM4Bxf1MSOQC4Ym","Low G, Thắng","An Thần","M Music Records",2,137,237,"190022"
157,"spotify:track:4fj4Jn4nw8fGX8xdbCntJf","CoolKid, RHYDER","Sau Cơn Mưa","MaiDao Music",8,126,140,"189851"
158,"spotify:track:5BJqg07SKgmFnVLOBmLFvq","Bùi Anh Tuấn","Hẹn Một Mai - From"" 4 Năm 2 Chàng 1 Tình Yêu""","1LABEL",109,190,55,"189664"
159,"spotify:track:25NLn8W1JxuVrXQTVrDA4c","Dfoxie37, myhoa, Tuann","hello em có khỏe không","Universal Music Indochina Distributed Labels",15,145,23,"189591"
160,"spotify:track:54UNNgtE3zzERwTuWSQLqd","MONSTAR, GREY D, VƯƠNG BÌNH","có hẹn với thanh xuân","Yin Yang Media",5,172,173,"188502"
161,"spotify:track:2n00rcPaXcWfFB9irOKOmh","Ronboogz","Anh Chỉ Muốn","MaiDao Music",76,184,99,"186561"
162,"spotify:track:29Tj2R8sZZ3fzlXZVe1OyY","Dương Domic, Lou Hoàng","Pin Dự Phòng","DAO Entertainment",13,149,44,"185623"
163,"spotify:track:170CNv2CAZn8wg6GxvHXYC","B Ray, AMEE","Ex's Hate Me","B Ray",129,153,27,"182474"
164,"spotify:track:7yxogpPUBn4wVEKBgI5c7U","Lil Zpoet","Yêu Từ Đâu Mà Ra","MaiDao Music",143,170,30,"182028"
165,"spotify:track:55K3e7BGewGDUJ4ZQwkh7M","Only C","Người Đáng Thương Là Anh","OnlyC Production",165,171,16,"181130"
166,"spotify:track:4vfhartd7HDWGJbdVIycEu","Sơn Tùng M-TP","Muộn Rồi Mà Sao Còn","Universal Music Indochina Distributed Labels",1,155,263,"180813"
167,"spotify:track:567e29TDzLwZwfDuEpGTwo","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,105,109,"178742"
168,"spotify:track:53zusvCJkyGYjEZ6bnLIjh","Hà Anh Tuấn","Tháng Tư Là Lời Nói Dối Của Em","Yin Yang Media",49,161,60,"178125"
169,"spotify:track:6KIhgRkprgyJNERRMu7Quh","MIN","Có Em Chờ","MIN",117,-1,52,"177254"
170,"spotify:track:5wYQC7AuxV8ROALWcbVNxc","Hoàng Dũng, Rhymastic, Lelarec","Giữ Anh Cho Ngày Hôm Qua","Lirico Entertainment",40,-1,30,"176961"
171,"spotify:track:55Eo6NDkVhSRBonrT16kXM","Cloud 5, Dangrangto","Đến Đây Bên Anh","Yin Yang Media",66,177,57,"176838"
172,"spotify:track:1fFvYVg1v3rpUSqKNCUh7b","VCT","Người Bình Thường","Universal Music Indochina Distributed Labels",49,-1,57,"176014"
173,"spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ","Alex Warren","Ordinary","Atlantic Records",38,163,14,"175506"
174,"spotify:track:33S16Xa5cZmLPhn6eZI4Nm","52Hz, RIO, WEAN","ĐỢI (feat. WEAN) - SPECIAL VERSION","DAO Entertainment",58,178,93,"175449"
175,"spotify:track:65st6HfPZyxq1RNTvqSIos","Wren Evans, itsnk","Thu Đợi","Universal Music Indochina Distributed Labels",6,159,19,"174482"
176,"spotify:track:42i1d7gos5WvqZIFWCfE7E","Ngô Lan Hương","Có công mài ""Sắc""","Ngô Lan Hương Exclusive",85,95,4,"173832"
177,"spotify:track:1zvL2X6HPrLfvtSY4DpopE","MIN","Em Mới Là Người Yêu Anh","MIN",1,-1,155,"173682"
178,"spotify:track:5NULs64MNtA1HnRK9Bedys","Ánh Sáng AZA, Negav","tâm trí lang thang","DAO Entertainment",11,199,46,"172708"
179,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",4,-1,87,"170877"
180,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",11,180,150,"169962"
